id,anime_id,name,genre,type,episodes,rating,members,weight
1367,770,Pale Cocoon,"Drama, Sci-Fi",OVA,1,7.53,44030,0.4995349653984653
1368,31553,Charlotte: Tsuyoi Monotachi,"School, Super Power",Special,1,7.56,39137,0.499525591595572
1369,32915,Durarara!!x2 Ketsu: Dufufufu!!,"Action, Mystery, Supernatural",Special,1,7.72,13126,0.49950913238841654
1370,18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",Special,1,7.71,14703,0.49949095277706484
1371,18523,Senyuu. 2,"Action, Comedy, Fantasy, Parody, Shounen",TV,13,7.61,30726,0.4994089708434731
1372,1251,Fushigi no Umi no Nadia,"Adventure, Comedy, Historical, Romance, Sci-Fi",TV,39,7.65,24229,0.49940712454577346
1373,1087,Kimagure Orange☆Road,"Comedy, Drama, Romance, School, Shounen, Slice of Life, Super Power",TV,48,7.7,16012,0.49936704114903263
1374,32215,High School DxD BorN: Yomigaeranai Fushichou,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",OVA,1,7.66,22497,0.4993641531773287
1375,935,Witchblade,"Action, Sci-Fi, Super Power",TV,24,7.4,64697,0.49936412117764223
1376,24627,Yamada-kun to 7-nin no Majo (OVA),"Comedy, Romance, School, Shounen",OVA,2,7.59,33816,0.4993473621839503
1377,11266,Ao no Exorcist: Kuro no Iede,"Action, Demons, Fantasy, Shounen, Supernatural",Special,1,7.43,59755,0.49933541577468415
1378,246,Groove Adventure Rave,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,7.45,56353,0.4992739334297134
1379,8190,Nodame Cantabile OVA 2,"Comedy, Josei, Romance",OVA,1,7.69,17226,0.49920564988822197
1380,1650,Uchuu Senkan Yamato,"Action, Adventure, Drama, Military, Sci-Fi, Space",TV,26,7.73,10688,0.49918762817006007
1381,5306,Tales of Symphonia The Animation: Tethe&#039;alla-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,4,7.67,20355,0.4991594276042609
1382,14189,Tasogare Otome x Amnesia: Taima Otome,"Horror, Mystery, Romance, School, Shounen, Supernatural",Special,1,7.56,38176,0.4991464555208337
1383,15061,Aikatsu!,"Music, School, Shoujo, Slice of Life",TV,178,7.69,16990,0.49911254258995114
1384,15201,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara,"Action, Mecha, Military",Movie,1,7.55,39669,0.49909513602365674
1385,1454,Kemonozume,"Action, Demons, Horror, Romance, Supernatural",TV,13,7.59,33086,0.4990593607952313
1386,15843,Koiito Kinenbi The Animation,Hentai,OVA,2,7.75,6940,0.4989896410572853
1387,334,Marmalade Boy,"Comedy, Drama, Romance, Shoujo",TV,76,7.64,24745,0.4989703566146533
1388,27411,Ghost in the Shell (2015),"Action, Mecha, Police, Psychological, Sci-Fi",Movie,1,7.67,19872,0.498968873260766
1389,1376,Ojamajo Doremi Na-i-sho,"Comedy, Fantasy, Magic, Shoujo",OVA,13,7.77,3620,0.49896050955323895
1390,709,Mujin Wakusei Survive,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life",TV,52,7.72,11684,0.4989402310150839
1391,9047,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,"Action, Sci-Fi, Super Power",OVA,1,7.56,37609,0.4989227612915136
1392,26023,Haiyore! Nyaruko-san F,"Comedy, Parody, Romance, Sci-Fi",OVA,1,7.67,19620,0.4988694536032904
1393,5150,Hatsukoi Limited,"Comedy, Romance, School, Shounen",TV,12,7.45,54796,0.4986596619745962
1394,8861,"Yosuga no Sora: In Solitude, Where We Are Least Alone.","Drama, Ecchi, Harem, Romance",TV,12,6.72,173216,0.4986340799094571
1395,2562,Shion no Ou,"Drama, Game, Mystery, Thriller",TV,22,7.66,20553,0.4985972015339454
1396,11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,"Action, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Special,1,7.68,17166,0.49854163702572896
1397,24037,Selector Spread WIXOSS,"Game, Psychological",TV,12,7.52,42918,0.49845591491825675
1398,1072,Sweat Punch,"Action, Fantasy, Historical, Mecha",OVA,5,7.62,26679,0.4984526800025838
1399,32365,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,1,7.68,16868,0.49842406933553957
1400,18295,Kakumeiki Valvrave 2nd Season,"Action, Mecha, Space",TV,12,7.43,57434,0.49841972916753774
1401,12149,AKB0048,"Music, Sci-Fi",TV,13,7.55,37763,0.49834317623338487
1402,10500,Ojiisan no Lamp,"Drama, Historical",Movie,1,7.71,11745,0.4983239553690773
1403,8634,Koisuru Boukun,"Comedy, Romance, Yaoi",OVA,2,7.59,31195,0.4983133188417139
1404,30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,"Action, Drama, Mecha, Military, Sci-Fi",TV,13,7.74,6787,0.4982889376069145
1405,16273,Acchi Kocchi (TV): Place=Princess,"Comedy, Romance, School, Seinen, Slice of Life",Special,1,7.62,26246,0.4982818517816039
1406,18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"Comedy, Ecchi, Fantasy, Romance",TV,12,7.07,115338,0.49821186257261396
1407,1050,Bobobo-bo Bo-bobo,"Adventure, Comedy, Sci-Fi, Shounen",TV,76,7.54,39041,0.49820703440939346
1408,885,Tenshi no Tamago,"Dementia, Drama, Fantasy",OVA,1,7.56,35634,0.498143579452171
1409,455,Fantastic Children,"Adventure, Fantasy, Mystery, Romance, Sci-Fi",TV,26,7.67,17773,0.4981407706375862
1410,3673,Nijuu Mensou no Musume,"Action, Adventure, Mystery",TV,22,7.65,21009,0.49813676225580733
1411,3230,Druaga no Tou: The Aegis of Uruk,"Adventure, Comedy, Fantasy",TV,12,7.35,69683,0.4981295025374636
1412,16241,"Yondemasu yo, Azazel-san. Z","Comedy, Demons, Supernatural",TV,13,7.65,20640,0.4979911834716466
1413,8934,Star Driver: Kagayaki no Takuto,"Action, Mecha, Romance, Shounen",TV,25,7.37,66084,0.49799029926978367
1414,696,Tenchi Muyou!,"Comedy, Harem, Romance, Sci-Fi, Shounen, Space",TV,26,7.54,38372,0.4979430988901427
1415,4188,Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,"Adventure, Comedy, Ecchi, Harem, Magic, Romance, Shounen, Supernatural, Vampire",OVA,3,7.68,15616,0.4979301272277639
1416,10397,Mashiro-iro Symphony: The Color of Lovers,"Drama, Harem, Romance, School",TV,12,7.3,77284,0.4979265601048195
1417,10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,"Comedy, Music, Shounen, Supernatural",OVA,1,7.42,57797,0.4979225993015218
1418,27601,Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,"Comedy, Drama, Romance, School, Slice of Life",Special,1,7.58,31808,0.49791481958827294
1419,7471,Detective Conan Movie 09: Promo Special,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,7.75,4172,0.49789760291485485
1420,168,s.CRY.ed,"Action, Adventure, Drama, Sci-Fi, Super Power",TV,26,7.45,52784,0.49786588280459254
1421,1852,Hidamari Sketch,"Comedy, School, Slice of Life",TV,12,7.51,42998,0.49784713519880586
1422,4970,Afro Samurai: Resurrection,"Action, Adventure, Samurai",Movie,1,7.46,51064,0.4978276457055514
1423,1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,"Drama, Magic, Shoujo",Movie,1,7.62,24968,0.4977776520901204
1424,1589,Bartender,"Drama, Seinen, Slice of Life",TV,11,7.5,44394,0.4977575470239498
1425,1279,Taiyou no Ko Esteban,"Adventure, Historical, Sci-Fi",TV,39,7.74,5424,0.49775120350715557
1426,331,Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,45,7.75,3725,0.49772125137957074
1427,218,Kidou Senkan Nadesico,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,7.6,27976,0.497683692589673
1428,33454,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi,"Comedy, Police, Shounen, Slice of Life",Special,1,7.77,268,0.49763807029983326
1429,28669,Go! Princess Precure,"Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life",TV,50,7.74,5098,0.4976225891883577
1430,6172,Layton Kyouju to Eien no Utahime,Mystery,Movie,1,7.69,12867,0.4974859265273641
1431,7058,Uragiri wa Boku no Namae wo Shitteiru,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",TV,24,7.43,55040,0.49747524242151947
1432,2557,Trapp Ikka Monogatari,"Drama, Historical, Music, Romance",TV,40,7.75,2839,0.4973717044886049
1433,2313,Muumindani no Suisei,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.74,4344,0.4973251192608315
1434,31680,Super Lovers,"Comedy, Drama, Romance, Shounen Ai, Slice of Life",TV,10,7.54,36781,0.4973154136717154
1435,340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,"Action, Historical, Martial Arts, Samurai, Shounen",TV,26,7.68,13959,0.49727640352761676
1436,94,Mobile Suit Gundam Seed Destiny,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.36,65896,0.49727578753365226
1437,25341,Diamond no Ace OVA,"Comedy, School, Shounen, Sports",OVA,3,7.72,7376,0.49724062829919136
1438,28285,Trinity Seven OVA,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Supernatural",OVA,1,7.53,38197,0.49723371594586524
1439,1946,Ashita no Nadja,"Adventure, Drama, Historical, Romance, Shoujo",TV,50,7.68,13742,0.4971907921559017
1440,2724,Daicon Opening Animations,"Action, Adventure, Mecha, Music, Sci-Fi",Special,2,7.72,7174,0.49716093476423073
1441,181,Vandread: The Second Stage,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,7.54,36264,0.49711144556491027
1442,13587,Persona 4 the Animation: No One is Alone,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",Special,1,7.6,26501,0.49710177197548044
1443,23301,Pokemon XY: Mega Evolution,"Action, Adventure, Comedy, Fantasy, Kids",Special,4,7.7,10227,0.49708472877404697
1444,14123,Pokemon Black and White 2: Introduction Movie,"Action, Fantasy, Kids",ONA,1,7.71,8554,0.4970650342301699
1445,7303,Detective Conan: Black History,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,7.74,3603,0.49703277812515917
1446,21681,Hanayamata,"Comedy, School, Seinen, Slice of Life",TV,12,7.42,55536,0.49703058404139344
1447,4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,"Action, Mecha, Sci-Fi, Super Power",TV,12,7.75,1780,0.49695390521373717
1448,9288,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.74,3309,0.496916788524771
1449,15911,Yuyushiki,"Comedy, School, Seinen, Slice of Life",TV,12,7.45,50351,0.4969060096830126
1450,22663,Seiken Tsukai no World Break,"Action, Fantasy, Harem, Romance, School, Supernatural",TV,12,7.16,97401,0.4968983870208565
1451,7,Witch Hunter Robin,"Action, Drama, Magic, Mystery, Police, Supernatural",TV,26,7.36,64905,0.4968848157854049
1452,31552,Durarara!!x2 Ten: Onoroke Chakapoko,"Action, Mystery, Supernatural",Special,1,7.66,16171,0.4968684041567306
1453,21755,New Prince of Tennis OVA vs. Genius10,"Action, Comedy, Shounen, Sports",OVA,10,7.72,6238,0.4967916617507499
1454,15109,Cuticle Tantei Inaba,"Action, Comedy, Mystery, Shounen, Supernatural",TV,12,7.45,50019,0.49677502822951297
1455,3229,Kimi ga Aruji de Shitsuji ga Ore de,"Comedy, Ecchi, Harem, Parody, Romance",TV,13,7.35,66236,0.4967695836512793
1456,10714,Towa no Quon 3: Mugen no Renza,"Action, Super Power, Supernatural",Movie,1,7.64,19053,0.4967247348275455
1457,408,Final Fantasy VII: Last Order,"Action, Adventure, Drama, Fantasy, Sci-Fi",OVA,1,7.46,48041,0.4966350043382944
1458,1722,Nagasarete Airantou,"Comedy, Ecchi, Fantasy, Harem, Romance",TV,26,7.43,52817,0.4965982190145025
1459,26441,Junketsu no Maria,"Comedy, Fantasy, Historical, Magic, Seinen",TV,12,7.29,75460,0.4965666096399974
1460,16201,Aku no Hana,"Drama, Psychological, Romance, School",TV,13,7.22,86669,0.49650642117708604
1461,20021,Sword Art Online: Extra Edition,"Action, Adventure, Fantasy, Game, Romance",Special,1,7.0,121722,0.49624810328700486
1462,914,Ike! Ina-chuu Takkyuubu,"Comedy, Ecchi, School, Sports",TV,26,7.7,7988,0.4962013930078252
1463,31418,KanColle Movie,"Action, Military, School, Sci-Fi, Slice of Life",Movie,1,7.69,9439,0.4961335035677356
1464,6553,Junjou Romantica Special,"Comedy, Romance, Shounen Ai",Special,1,7.64,17378,0.49606390972329295
1465,10573,Prince of Tennis: Another Story II - Ano Toki no Bokura,"Shounen, Sports",OVA,4,7.71,6005,0.49605939650435515
1466,2227,Lady Lady!!,"Drama, Historical",TV,21,7.73,2681,0.49602868691050767
1467,8995,Tales of Symphonia The Animation: Sekai Tougou-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,3,7.66,14036,0.4960260987253401
1468,2558,Wakakusa Monogatari: Nan to Jo-sensei,"Drama, Historical, School, Slice of Life",TV,40,7.73,2577,0.4959876565756765
1469,390,Suzuka,"Drama, Romance, Sports",TV,26,7.35,64161,0.4959509495669068
1470,6381,Strike Witches 2,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.43,51114,0.49592634728164153
1471,2198,Aa! Megami-sama!: Sorezore no Tsubasa Specials,"Comedy, Magic, Romance, Seinen, Supernatural",Special,2,7.64,16986,0.4959092569227753
1472,34136,Orange: Mirai,"Drama, Romance, School, Sci-Fi, Shoujo",Movie,1,7.56,29969,0.4959086097712213
1473,18465,Genshiken Nidaime,"Comedy, Parody, Slice of Life",TV,13,7.56,29952,0.49590190288956626
1474,5493,Ranma ½: Akumu! Shunmin Kou,"Action, Comedy, Martial Arts, Shounen, Supernatural",OVA,1,7.7,7064,0.49583685426374796
1475,17121,Dareka no Manazashi,"Drama, Slice of Life",Movie,1,7.57,28138,0.4958265806801969
1476,110,Chuuka Ichiban!,"Action, Comedy, Drama, Shounen",TV,52,7.69,8586,0.49579697591762967
1477,3667,Strike Witches,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.15,96159,0.4957680486221089
1478,10380,Oni Chichi: Re-birth,Hentai,OVA,1,7.65,14925,0.4957364876681819
1479,435,Magic Knight Rayearth,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",TV,20,7.53,34141,0.49563353288744827
1480,6152,Final Fantasy VII: Advent Children - Venice Film Festival Footage,"Action, Drama, Fantasy, Sci-Fi",Movie,1,7.7,6498,0.4956135545568781
1481,9396,Mitsudomoe Special,"Comedy, School, Slice of Life",Special,1,7.67,11354,0.4956083310291103
1482,6676,Asura Cryin&#039; 2,"Action, Mecha, Supernatural",TV,13,7.47,43725,0.4955725869582743
1483,5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,"Comedy, Ecchi, Fantasy, Harem, Magic",Special,1,7.42,51816,0.4955629605262773
1484,10213,Maji de Watashi ni Koi Shinasai!,"Comedy, Ecchi, Harem, Martial Arts, Romance, School, Super Power",TV,12,7.02,116683,0.49554078769089277
1485,2498,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,7.69,7834,0.49550029503500403
1486,5079,Kurokami The Animation,"Action, Martial Arts, Super Power",TV,23,7.29,72750,0.4954974537996843
1487,10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.73,1317,0.4954905582882984
1488,10999,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,"Sci-Fi, Shounen, Sports",Movie,1,7.71,4535,0.4954794485024141
1489,5034,Shikabane Hime: Kuro,"Action, Horror",TV,12,7.45,46709,0.4954691589190199
1490,174,Tenjou Tenge,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,24,7.1,103449,0.4954424097074215
1491,1924,Urusei Yatsura Movie 5: Final,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.72,2783,0.4954285866849633
1492,428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,"Adventure, Comedy, Drama, Shoujo",OVA,1,7.68,9248,0.4954178082642533
1493,190,Love Hina Again,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3,7.36,61154,0.4954049620743295
1494,10294,Towa no Quon 1: Utakata no Kaben,"Action, Super Power, Supernatural",Movie,1,7.53,33550,0.495400370119321
1495,32869,Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari,"School, Shounen, Sports",Movie,1,7.69,7573,0.49539732467547576
1496,5593,Dogs: Bullets &amp; Carnage,"Action, Seinen",OVA,4,7.46,44826,0.49536661466057974
1497,32696,Fukigen na Mononokean,"Comedy, Supernatural",TV,13,7.46,44786,0.4953508337625678
1498,17437,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,"Comedy, Drama, Music",Movie,1,7.66,12262,0.4953262158985078
1499,33350,Zhen Hun Jie,"Action, Supernatural",ONA,24,7.72,2480,0.4953090463825224
1500,2424,Cardcaptor Sakura Specials,Comedy,Special,3,7.62,18604,0.49526691121641103
1501,10464,Seitokai no Ichizon Lv.2,"Comedy, Harem, Parody, School",ONA,10,7.48,41169,0.4952045290907824
1502,28617,Punch Line,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",TV,12,7.16,93000,0.495162093717086
1503,22687,Terra Formars,"Action, Drama, Horror, Sci-Fi, Seinen, Space",TV,13,7.14,95964,0.49505077522882546
1504,1681,Brave Story,"Action, Adventure, Fantasy, Kids, Magic, Supernatural",Movie,1,7.58,24523,0.49504072353783724
1505,1815,Shakugan no Shana Movie,"Action, Fantasy, Supernatural",Movie,1,7.46,43962,0.49502574726352055
1506,593,Mugen no Ryvius,"Drama, Mecha, Military, Psychological, Sci-Fi, Space",TV,26,7.59,22714,0.4949673739407193
1507,10935,Hourou Musuko Specials,"Drama, School",Special,2,7.7,4714,0.4949097265055429
1508,1003,Aa! Megami-sama! (TV) Specials,"Comedy, Magic, Romance, Seinen, Supernatural",Special,3,7.61,19257,0.49488419286098195
1509,1563,Magic Knight Rayearth II,"Adventure, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",TV,29,7.61,19209,0.49486525578336754
1510,2202,Waga Seishun no Arcadia,"Action, Adventure, Drama, Sci-Fi, Space",Movie,1,7.7,4415,0.49479176429290317
1511,441,Shoujo Kakumei Utena: Adolescence Mokushiroku,"Dementia, Drama, Fantasy, Romance, Shoujo",Movie,1,7.59,22219,0.4947720853278208
1512,1395,Future GPX Cyber Formula Sin,"Drama, Sci-Fi, Shounen, Sports",OVA,5,7.72,1070,0.49475276972759935
1513,2768,CLAMP in Wonderland 2,"Action, Comedy, Drama, Fantasy, Magic, Music, Romance",Music,1,7.64,13985,0.4947252950494249
1514,18247,IS: Infinite Stratos 2,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,12,6.82,146979,0.4946864095356843
1515,207,Lodoss-tou Senki,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13,7.55,28462,0.49467372292314427
1516,4039,Golgo 13 (TV),"Action, Adventure, Drama, Seinen, Thriller",TV,50,7.61,18687,0.49465931506431093
1517,1913,Shonan Junai Gumi!,"Action, Comedy, School",OVA,5,7.6,20261,0.4946399518856082
1518,10471,Ie Naki Ko Remi Specials,"Adventure, Drama",Special,3,7.72,781,0.4946387527394626
1519,10075,Naruto x UT,"Action, Comedy, Martial Arts, Shounen, Super Power",OVA,1,7.58,23465,0.49462331878541976
1520,18041,Rozen Maiden (2013),"Action, Comedy, Drama, Magic, Seinen",TV,13,7.44,46117,0.4945952601129672
1521,21039,Gatchaman Crowds Insight,"Adventure, Sci-Fi",TV,12,7.47,41220,0.4945843082202727
1522,845,Kiba,"Adventure, Fantasy, Shounen",TV,51,7.43,47651,0.4945601160362525
1523,31997,Hetalia: The World Twinkle Extra Disc,"Comedy, Historical, Parody",OVA,1,7.71,2152,0.4945393015033491
1524,13709,Afro Samurai Movie,"Action, Adventure, Samurai",Movie,1,7.59,21622,0.4945365554249917
1525,3225,Minami-ke Okawari,"Comedy, School, Slice of Life",TV,13,7.41,50837,0.49453638153195867
1526,908,Fullmetal Alchemist: Premium Collection,"Comedy, Fantasy, Shounen",OVA,3,7.45,44313,0.49452388312810097
1527,22839,Cross Road,"School, Slice of Life",Special,1,7.58,23038,0.49445485769914166
1528,8197,So Ra No Wo To Specials,"Military, Music, Sci-Fi, Slice of Life",Special,2,7.62,16491,0.49443328527892705
1529,19195,Ghost in the Shell: Arise - Border:4 Ghost Stands Alone,"Mecha, Police, Psychological, Sci-Fi",Movie,1,7.6,19565,0.4943653642601994
1530,6116,Mainichi Kaasan,"Comedy, Slice of Life",TV,142,7.71,1707,0.4943637390129656
1531,9981,Phi Brain: Kami no Puzzle,"Action, Game, Mystery, Shounen",TV,25,7.32,64958,0.4943443594133712
1532,9938,Ikoku Meiro no Croisée The Animation,"Historical, Seinen, Slice of Life",TV,12,7.48,38652,0.4942115160833772
1533,191,Love Hina Christmas Special: Silent Eve,"Comedy, Romance, Slice of Life",Special,1,7.44,45137,0.4942086281116732
1534,25729,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,"Comedy, Drama, Slice of Life",Movie,1,7.69,4467,0.4941719379448438
1535,17505,Mushibugyou,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power",TV,26,7.47,40155,0.4941641418107032
1536,22433,Break Blade,"Action, Fantasy, Mecha, Military, Shounen",TV,12,7.43,46601,0.49414586746343747
1537,149,Loveless,"Action, Drama, Fantasy, Mystery, Romance, Shoujo, Shounen Ai, Supernatural",TV,12,7.19,85554,0.4941455040985767
1538,6500,Seikon no Qwaser,"Action, Ecchi, Seinen, Super Power, Supernatural",TV,24,6.82,145592,0.49413920689711816
1539,17269,Captain Harlock,"Action, Drama, Sci-Fi, Space",Movie,1,7.56,25484,0.4941391765816257
1540,28387,Joukamachi no Dandelion,"Comedy, Seinen, Slice of Life, Super Power",TV,12,7.32,64307,0.49408752529822586
1541,2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.6,18847,0.49408209714088397
1542,821,Initial D Battle Stage,"Action, Cars, Drama, Seinen, Sports",OVA,1,7.63,13633,0.49394608163144443
1543,489,Kamichu!,"Comedy, Drama, Slice of Life, Supernatural",TV,12,7.51,33053,0.493923609430572
1544,879,Simoun,"Drama, Magic, Military, Romance, Shoujo Ai",TV,26,7.56,24664,0.49381566817237965
1545,1132,Digimon Frontier,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",TV,50,7.25,74929,0.49379575215698834
1546,142,Kamikaze Kaitou Jeanne,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",TV,44,7.52,31081,0.49378595267405523
1547,8331,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,"Comedy, Mystery, Police, Shounen",OVA,1,7.67,6460,0.49367753815734194
1548,12725,Initial D: Project D to the Next Stage - Project D e Mukete,"Action, Cars, Drama, Seinen, Sports",Special,1,7.69,3150,0.49365235187779866
1549,19291,Pokemon XY,"Action, Adventure, Comedy, Fantasy, Kids",TV,93,7.52,30722,0.49364431911439755
1550,1861,Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,7.66,7992,0.4936416050357267
1551,1356,Hokuto no Ken 2,"Action, Drama, Martial Arts, Super Power",TV,43,7.64,11090,0.4935831525558063
1552,5348,Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.66,7726,0.49353666206394686
1553,3087,Cencoroll,"Action, Sci-Fi",Movie,1,7.36,56370,0.4935175666720941
1554,1393,Future GPX Cyber Formula Zero,"Drama, Sci-Fi, Shounen, Sports",OVA,8,7.7,1113,0.4934890511620124
1555,6291,Full Metal Panic! The Second Raid Episode 000,"Action, Adventure, Mecha, Military",Special,1,7.55,25423,0.49347476919668243
1556,10447,Aquarion Evol,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,26,7.32,62753,0.4934744374104596
1557,33605,Ling Qi,"Action, Comedy, Magic, Supernatural",ONA,20,7.69,2673,0.49346416466900556
1558,30300,"High School DxD New: Oppai, Tsutsumimasu!","Comedy, Demons, Ecchi, Romance, School",OVA,1,7.45,41436,0.4933888420385878
1559,18499,Yozakura Quartet: Tsuki ni Naku,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",OVA,3,7.62,13790,0.4933676801406667
1560,2012,Jigoku Sensei Nube,"Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural",TV,49,7.65,8908,0.49336264608472663
1561,2268,Tatakae! Chou Robot Seimeitai Transformers,"Adventure, Mecha, Sci-Fi, Shounen",TV,98,7.67,5652,0.4933587640174995
1562,30363,Shinmai Maou no Testament Burst,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,10,7.13,93293,0.49335666424859914
1563,15813,Majokko Shimai no Yoyo to Nene,"Fantasy, Magic",Movie,1,7.65,8698,0.4932797963701636
1564,1498,Black Blood Brothers,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",TV,12,7.28,68626,0.493230101699172
1565,5713,Minami-ke Betsubara,"Comedy, Slice of Life",OVA,1,7.57,21534,0.49322115441841546
1566,4999,Asu no Yoichi!,"Comedy, Ecchi, Harem, Martial Arts, Romance, Shounen",TV,12,7.02,110748,0.49319929694836206
1567,3165,Hidamari Sketch Specials,"Comedy, School, Slice of Life",Special,2,7.62,13334,0.49318777790332985
1568,3626,Mobile Suit Gundam Wing: Operation Meteor,"Action, Adventure, Drama, Mecha, Military, Psychological, Sci-Fi, Space",OVA,4,7.66,6768,0.49315870955655944
1569,565,Steamboy,"Action, Adventure, Drama, Historical, Military, Sci-Fi",Movie,1,7.45,40812,0.49314266002960055
1570,12187,Carnival Phantasm EX Season,"Comedy, Supernatural",OVA,1,7.56,22955,0.4931414293048169
1571,17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,"Fantasy, Magic, Shounen",Special,1,7.49,34230,0.4931072793236253
1572,3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,"Harem, Music, Romance, School, Shoujo",Special,1,7.59,17967,0.49309457586914507
1573,21075,Hetalia: The Beautiful World Extra Disc,"Comedy, Historical, Parody",OVA,1,7.67,4788,0.49301789662044027
1574,1808,Kamichama Karin,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,26,7.51,30747,0.4930138406601801
1575,31771,Amanchu!,"Comedy, School, Shounen, Slice of Life",TV,12,7.45,40481,0.4930120730985512
1576,20903,Harmonie,"Drama, School, Supernatural",Movie,1,7.52,29029,0.4929763926060396
1577,21563,Kamigami no Asobi,"Fantasy, Harem, Romance, Shoujo, Supernatural",TV,12,7.32,61410,0.4929445937597066
1578,6574,Hanamaru Youchien,"Comedy, Seinen, Slice of Life",TV,12,7.45,40243,0.49291817675537986
1579,7337,"Hetalia Axis Powers Movie: Paint it, White","Comedy, Historical, Parody",Movie,1,7.47,36986,0.49291390016570236
